tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,1,initialSolution,false,1.1468518,387505
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,2,initialSolution,false,1.1373196,455477
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,4,initialSolution,false,1.1404694,513829
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,8,initialSolution,false,1.1411806,475932
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,16,initialSolution,false,1.1295276,521255
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,32,initialSolution,false,1.1259358,786076
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,64,initialSolution,false,1.1281089,1056441
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,128,initialSolution,false,1.1229042,1919633
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,256,initialSolution,false,1.1185462,3332234
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,512,initialSolution,false,1.1181741,6783536
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,1024,initialSolution,false,1.1117481,12693183
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,2048,initialSolution,false,1.11246,24997944
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,4096,initialSolution,false,1.109404,35899008
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,8192,initialSolution,false,1.1074721,48440205
tai12a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,1,initialSolution,false,1.3715912,604
tai12a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,2,initialSolution,false,1.3447348,262
tai12a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,4,initialSolution,false,1.2600037,513
tai12a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,8,initialSolution,false,1.2703328,802
tai12a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,16,initialSolution,false,1.2265258,1067
tai12a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,32,initialSolution,false,1.1946028,3360
tai12a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,64,initialSolution,false,1.1693283,3394
tai12a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,128,initialSolution,false,1.1307304,16133
tai12a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,256,initialSolution,false,1.1215243,18392
tai12a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,512,initialSolution,false,1.1386666,38214
tai12a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,1024,initialSolution,false,1.1021942,45181
tai12a.dat,SimulatedAnnealing,MPermutation,mu,0.5,movesByTemperature,2048,initialSolution,false,1.0885988,117985
